year,month,role,name,inside_personal,npw,npe,loss_ratio,expense_ratio,combined_ratio
2024,6,personal_total,Total,,4723.6,4649.0,66.7,18.9,85.6
2024,6,commercial,Business,,753.8,883.5,66.4,19.6,86.0
2024,6,property,Business,,271.1,244.5,68.3,29.3,97.6
2024,6,companywide,Total,,5748.5,5777.0,66.8,19.4,86.2
2024,7,agency,Agency,,2343.4,2194.4,66.7,18.9,85.6
2024,7,direct,Direct,,3041.7,2701.0,68.8,21.5,90.3
2024,7,personal_total,Total,,5385.1,4895.4,67.9,20.3,88.2
2024,7,commercial,Business,,728.3,910.1,69.9,20.0,89.9
2024,7,property,Business,,265.1,260.5,48.5,29.3,77.8
2024,7,companywide,Total,,6378.5,6066.1,67.3,20.7,88.0
2024,8,agency,Agency,,2368.9,2159.8,63.8,19.0,82.8
2024,8,direct,Direct,,3027.3,2664.0,68.3,22.4,90.7
2024,8,personal_total,Total,,5396.2,4823.8,66.3,20.8,87.1
2024,8,commercial,Business,,836.4,889.6,71.8,19.1,90.9
2024,8,property,Business,,274.4,254.5,6.8,29.2,36.0
2024,8,companywide,Total,,6507.1,5967.9,64.5,21.0,85.5
2024,9,agency,Agency,,2392.3,2273.6,72.9,19.1,92.0
2024,9,direct,Direct,,3116.0,2815.2,72.2,22.3,94.5
2024,9,personal_total,Total,,5508.3,5088.8,72.6,20.8,93.4
2024,9,commercial,Business,,813.6,927.0,66.3,19.0,85.3
2024,9,property,Business,,248.1,246.8,91.8,31.3,123.1
2024,9,companywide,Total,,6570.0,6262.7,72.4,21.0,93.4
2024,10,agency,Agency,,2344.5,2305.2,74.1,18.6,92.7
2024,10,direct,Direct,,2908.5,2867.4,74.0,21.7,95.7
2024,10,personal_total,Total,,5253.0,5172.6,74.1,20.3,94.4
2024,10,commercial,Business,,1065.0,939.8,77.8,19.1,96.9
2024,10,property,Business,,259.8,274.6,49.7,27.6,77.3
2024,10,companywide,Total,,6577.8,6387.0,73.6,20.5,94.1
2024,11,agency,Agency,,2101.2,2191.1,64.6,18.7,83.3
2024,11,direct,Direct,,2597.7,2731.4,68.4,21.8,90.2
2024,11,personal_total,Total,,4698.9,4922.5,66.7,20.4,87.1
2024,11,commercial,Business,,627.6,866.3,64.7,19.8,84.5
2024,11,property,Business,,236.7,251.6,26.4,28.6,55.0
2024,11,companywide,Total,,5563.3,6040.4,64.9,20.7,85.6
2024,12,agency,Agency,,2284.0,2445.0,64.9,18.1,83.0
2024,12,direct,Direct,,2831.0,3063.0,67.9,20.6,88.5
2024,12,property,Property,yes,222.0,256.0,10.8,30.0,40.8
2024,12,personal_total,Total,,5337.0,5764.0,64.2,19.9,84.1
2024,12,commercial,Business,,626.0,952.0,65.0,19.1,84.1
2024,12,companywide,Total,,5964.0,6717.0,64.3,19.8,84.1
2025,1,agency,Agency,,2330.0,2392.0,61.2,17.9,79.1
2025,1,direct,Direct,,3187.0,3008.0,65.6,22.0,87.6
2025,1,property,Property,yes,195.0,266.0,53.9,29.2,83.1
2025,1,personal_total,Total,,5712.0,5666.0,63.2,20.6,83.8
2025,1,commercial,Business,,769.0,920.0,67.4,18.5,85.9
2025,1,companywide,Total,,6481.0,6586.0,63.8,20.3,84.1
2025,2,agency,Agency,,2429.0,2185.0,60.3,18.2,78.5
2025,2,direct,Direct,,3257.0,2765.0,65.1,21.1,86.2
2025,2,property,Property,yes,242.0,242.0,28.8,29.5,58.3
2025,2,personal_total,Total,,5928.0,5192.0,61.4,20.3,81.7
2025,2,commercial,Business,,756.0,844.0,68.6,19.4,88.0
2025,2,companywide,Total,,6684.0,6036.0,62.4,20.2,82.6
2025,3,agency,Agency,,2714.0,2449.0,69.8,17.9,87.7
2025,3,direct,Direct,,3623.0,3135.0,70.9,20.9,91.8
2025,3,property,Property,yes,296.0,268.0,89.8,27.7,117.5
2025,3,personal_total,Total,,6633.0,5852.0,71.3,19.9,91.2
2025,3,commercial,Business,,2408.0,935.0,67.3,21.2,88.5
2025,3,companywide,Total,,9041.0,6787.0,70.8,20.1,90.9
2025,4,agency,Agency,,2546.0,2390.0,63.7,18.5,82.2
2025,4,direct,Direct,,3208.0,3086.0,65.8,19.8,85.6
2025,4,property,Property,yes,281.0,259.0,54.5,30.4,84.9
2025,4,personal_total,Total,,6035.0,5735.0,64.5,19.7,84.2
2025,4,commercial,Business,,802.0,906.0,69.7,19.7,89.4
2025,4,companywide,Total,,6837.0,6641.0,65.1,19.8,84.9
2025,5,agency,Agency,,2480.0,2409.0,66.8,17.8,84.6
2025,5,direct,Direct,,3083.0,3122.0,69.0,19.1,88.1
2025,5,property,Property,yes,278.0,263.0,63.7,26.7,90.4
2025,5,personal_total,Total,,5841.0,5794.0,67.9,18.9,86.8
2025,5,commercial,Business,,793.0,921.0,69.3,18.8,88.1
2025,5,companywide,Total,,6634.0,6715.0,68.0,18.9,86.9
2025,6,agency,Agency,,2455.0,2503.0,68.3,18.1,86.4
2025,6,direct,Direct,,3096.0,3258.0,69.9,18.8,88.7
2025,6,property,Property,yes,286.0,254.0,44.6,30.5,75.1
2025,6,personal_total,Total,,5837.0,6015.0,68.2,19.0,87.2
2025,6,commercial,Business,,768.0,938.0,61.6,21.4,83.0
2025,6,companywide,Total,,6605.0,6954.0,67.2,19.4,86.6
2025,7,agency,Agency,,2554.0,2513.0,63.4,19.1,82.5
2025,7,direct,Direct,,3527.0,3284.0,66.2,21.2,87.4
2025,7,property,Property,yes,271.0,258.0,26.6,28.9,55.5
2025,7,personal_total,Total,,6352.0,6055.0,63.4,20.6,84.0
2025,7,commercial,Business,,704.0,931.0,72.1,21.4,93.5
2025,7,companywide,Total,,7057.0,6986.0,64.5,20.8,85.3
2025,8,agency,Agency,,2598.0,2519.0,61.9,18.5,80.4
2025,8,direct,Direct,,3536.0,3306.0,64.8,20.4,85.2
2025,8,property,Property,yes,288.0,270.0,34.1,31.3,65.4
2025,8,personal_total,Total,,6422.0,6095.0,62.3,20.1,82.4
2025,8,commercial,Business,,777.0,941.0,67.0,20.5,87.5
2025,8,companywide,Total,,7199.0,7036.0,62.9,20.2,83.1
2025,9,agency,Agency,,2572.0,2448.0,66.0,,
2025,9,direct,Direct,,3537.0,3229.0,68.1,,
2025,9,property,Property,yes,265.0,262.0,40.8,,
2025,9,personal_total,Total,,6374.0,5939.0,66.1,,
2025,9,commercial,Business,,753.0,888.0,63.6,,
2025,9,companywide,Total,,7128.0,6827.0,65.7,,
2025,10,agency,Agency,,2549.0,2543.0,67.1,19.4,86.5
2025,10,direct,Direct,,3383.0,3369.0,70.6,22.1,92.7
2025,10,property,Property,yes,252.0,266.0,39.8,29.6,69.4
2025,10,personal_total,Total,,6184.0,6178.0,67.9,21.3,89.2
2025,10,commercial,Business,,818.0,900.0,72.3,20.8,93.1
2025,10,companywide,Total,,7002.0,7078.0,68.5,21.2,89.7
2025,11,agency,Agency,,2262.0,2472.0,66.1,19.5,85.6
2025,11,direct,Direct,,3053.0,3293.0,69.1,21.7,90.8
2025,11,property,Property,yes,238.0,260.0,36.1,28.8,64.9
2025,11,personal_total,Total,,5553.0,6025.0,66.5,21.1,87.6
2025,11,commercial,Business,,639.0,869.0,62.5,21.2,83.7
2025,11,companywide,Total,,6193.0,6894.0,66.0,21.1,87.1
2025,12,agency,Agency,,2336.0,2559.0,67.4,20.2,87.6
2025,12,direct,Direct,,3141.0,3425.0,70.0,21.2,91.2
2025,12,property,Property,yes,210.0,248.0,33.1,31.5,64.6
2025,12,personal_total,Total,,5687.0,6232.0,67.4,21.2,88.6
2025,12,commercial,Business,,626.0,888.0,54.5,21.6,76.1
2025,12,companywide,Total,,6313.0,7121.0,65.8,21.3,87.1
2026,1,agency,Agency,,2367.0,2479.0,62.0,18.4,80.4
2026,1,direct,Direct,,3453.0,3337.0,65.3,22.2,87.5
2026,1,property,Property,yes,191.0,260.0,45.0,29.3,74.3
2026,1,personal_total,Total,,6011.0,6076.0,63.2,20.9,84.1
2026,1,commercial,Business,,723.0,845.0,65.9,20.9,86.8
2026,1,companywide,Total,,6735.0,6921.0,63.4,21.0,84.4
2026,2,agency,Agency,,2509.0,2331.0,63.9,18.1,82.0
2026,2,direct,Direct,,3538.0,3151.0,67.8,21.6,89.4
2026,2,property,Property,yes,225.0,242.0,41.5,29.2,70.7
2026,2,personal_total,Total,,6272.0,5724.0,65.1,20.5,85.6
2026,2,commercial,Business,,722.0,803.0,63.8,22.2,86.0
2026,2,companywide,Total,,6995.0,6528.0,65.0,20.7,85.7
2026,3,agency,Agency,,2951.0,2670.0,67.8,18.0,85.8
2026,3,direct,Direct,,4094.0,3646.0,69.4,20.3,89.7
2026,3,property,Property,yes,277.0,268.0,59.5,29.5,89.0
2026,3,personal_total,Total,,7322.0,6584.0,68.4,19.7,88.1
2026,3,commercial,Business,,2588.0,935.0,71.8,21.7,93.5
2026,3,companywide,Total,,9911.0,7519.0,68.8,20.0,88.8
2026,4,agency,Agency,,2652.0,2521.0,69.9,18.0,87.9
2026,4,direct,Direct,,3507.0,3451.0,71.5,19.2,90.7
2026,4,property,Property,yes,273.0,253.0,70.9,30.4,101.3
2026,4,personal_total,Total,,6432.0,6225.0,70.8,19.2,90.0
2026,4,commercial,Business,,846.0,886.0,69.4,21.0,90.4
2026,4,companywide,Total,,7278.0,7112.0,70.8,19.4,90.2
2026,5,agency,Agency,,2545.0,2604.0,63.9,18.3,82.2
2026,5,direct,Direct,,3353.0,3569.0,65.3,19.3,84.6
2026,5,property,Property,yes,286.0,266.0,38.4,29.5,67.9
2026,5,personal_total,Total,,6184.0,6439.0,63.7,19.3,83.0
2026,5,commercial,Business,,842.0,921.0,53.8,21.9,75.7
2026,5,companywide,Total,,7027.0,7361.0,62.4,19.7,82.1
2026,7,agency,Agency,,2636.0,2605.0,65.5,18.1,83.6
2026,7,direct,Direct,,3761.0,3564.0,67.8,21.1,88.9
2026,7,property,Property,yes,287.0,266.0,51.0,28.6,79.6
2026,7,personal_total,Total,,6684.0,6435.0,66.1,20.2,86.3
2026,7,commercial,Business,,756.0,918.0,67.6,22.0,89.6
2026,7,companywide,Total,,7441.0,7355.0,66.3,20.5,86.8
